EPAFacilityID,SubmissionID,AccidentHistoryID,AccidentDate,AccidentTime,AccidentChemicals,AccidentReleaseDuration,NAICSCode,RE_Gas,RE_Spill,RE_Fire,RE_Explosion,RE_ReactiveIncident,RS_StorageVessel,RS_Piping,RS_ProcessVessel,RS_TransferHose,RS_Valve,RS_Pump,RS_Joint,OtherReleaseSource,WindSpeed,WindSpeedUnitCode,WindDirection,Temperature,StabilityClass,Precipitation,WeatherUnknown,DeathsWorkers,DeathsPublicResponders,DeathsPublic,InjuriesWorkers,InjuriesPublicResponders,InjuriesPublic,OnsitePropertyDamage,OffsiteDeaths,Hospitalization,MedicalTreatment,Evacuated,ShelteredInPlace,OffsitePropertyDamage,ED_Kills,ED_MinorDefoliation,ED_WaterContamination,ED_SoilContamination,ED_Other,InitiatingEvent,CF_EquipmentFailure,CF_HumanError,CF_ImproperProcedure,CF_Overpressurization,CF_UpsetCondition,CF_BypassCondition,CF_Maintenance,CF_ProcessDesignFailure,CF_UnsuitableEquipment,CF_UnusualWeather,CF_ManagementError,CF_Other,OffsiteRespondersNotify,CI_ImprovedEquipment,CI_RevisedMaintenance,CI_RevisedTraining,CI_RevisedOpProcedures,CI_NewProcessControls,CI_NewMitigationSystems,CI_RevisedERPlan,CI_ChangedProcess,CI_ReducedInventory,CI_None,CI_OtherType,CBI_Flag
100000086989,1000048040,1000036939,2013-11-15,0130,"Flammable Mixture {2500}",00030,32411,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Furnace,6.0,a,E,60.0,D,No,No,1,0,0,0,0,0,25000000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,No,No,No,No,No,No,No,No,,"Notified Only",No,No,Yes,Yes,Yes,No,No,No,No,No,,No
100000062647,1000048026,1000036924,2010-04-27,2330,"Chlorine dioxide  [Chlorine oxide (ClO2)] {1}",00005,32211,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,None,b,No,No,Yes,No,No,No,No,No,No,No,No,,"No, not notified",Yes,No,No,Yes,No,No,No,No,No,No,,No
100000062647,1000048026,1000036925,2005-05-08,1130,"Chlorine dioxide  [Chlorine oxide (ClO2)] {46}",00100,32211,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,None,b,No,No,Yes,No,No,No,No,No,No,No,No,,"No, not notified",No,No,No,Yes,No,No,No,No,No,No,,No
100000115412,1000048021,1000036957,2014-08-21,0030,"Formaldehyde (solution) {50}",00003,325211,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000115412,1000048021,1000037078,2014-05-05,0600,"Formaldehyde (solution) {1}",00015,325211,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,Yes,No,No,No,No,No,No,No,No,No,,"No, not notified",No,Yes,No,No,No,No,No,No,No,No,,No
100000115412,1000048021,1000036930,2014-03-03,0800,"Formaldehyde (solution) {1}",00005,325211,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"No, not notified",Yes,No,No,No,No,No,No,No,No,No,,No
100000219649,1000048012,1000036921,2014-08-03,2133,"Propane {4068} • Hydrogen {1777} • Methane {695} • Pentane {585} • Isopentane  [Butane, 2-methyl-] {569} • Isobutane  [Propane, 2-methyl] {400} • Butane {393} • Ethane {253}",00230,325199,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,3.0,a,NE,78.0,D,No,No,0,0,0,0,0,0,10000000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,No,No,No,Yes,No,No,No,,"No, not notified",Yes,No,No,No,No,No,No,No,No,No,,No
100000175758,1000048009,1000036919,2012-07-14,0957,"Ammonia (anhydrous) {2870}",00005,11232,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,5.0,a,SE,76.0,D,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,Yes,No,No,No,No,No,No,No,No,No,"Wrong Relief Valve Installed by Contractor","No, not notified",Yes,Yes,No,No,No,No,No,No,No,No,,No
100000126446,1000047922,1000036879,2013-04-24,1145,"Chlorine {2}",00001,325311,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,8.8,a,W,69.0,,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,No,No,No,No,No,No,No,No,"An alternative  for chlorine will be implemented.",No
100000076133,1000047876,1000036839,2013-11-16,1326,"Chlorine {78}",00100,32518,Yes,No,No,No,No,No,No,No,No,No,No,No,Stack,,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,0,d,Yes,No,No,No,Yes,No,No,No,No,No,No,,"Notified Only",Yes,No,Yes,Yes,Yes,No,No,No,No,No,,No
100000076133,1000047876,1000036838,2012-02-15,0655,"Titanium tetrachloride  [Titanium chloride (TiCl4) (T-4)-] {87}",00003,32518,Yes,No,No,No,No,No,Yes,No,No,No,No,No,"Closure of Cook Road",,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,Yes,No,Yes,Yes,No,Yes,No,No,No,,No
100000144471,1000047840,1000036826,2014-01-17,0850,"Vinyl acetate monomer  [Acetic acid ethenyl ester] {20000}",00100,325211,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,No,Yes,0,0,0,0,0,0,100000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,No,No,No,No,No,No,No,No,,"Notified Only",Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No
100000144471,1000047840,1000036825,2012-09-14,2015,"Ethylene  [Ethene] {117}",00015,325211,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,,3.0,a,S,79.0,D,No,No,0,0,0,2,0,0,5000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,No,Yes,No,No,No,Yes,No,No,No,No,,"Notified Only",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000144471,1000047840,1000036823,2008-04-15,0902,"Ethylene  [Ethene] {12000}",00001,325211,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,45000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,No,No,Yes,No,No,No,No,,"No, not notified",No,Yes,No,No,No,No,No,No,No,No,,No
100000144471,1000047840,1000036822,2007-10-12,0719,"Ethylene  [Ethene] {1400}",00001,325211,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,60000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,Yes,No,No,No,No,No,No,"Decompostion reaction","No, not notified",Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No
100000111924,1000047830,1000038196,2013-01-16,0900,"Sulfur dioxide (anhydrous) {1}",00030,22132,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,0.1,a,NW,55.0,A,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,Yes,No,No,No,,"Notified and Responded",Yes,No,No,Yes,No,No,Yes,No,No,No,,No
100000080173,1000047827,1000036806,2009-04-22,2140,"Flammable Mixture {1}",00001,32411,No,No,No,Yes,No,No,No,No,No,No,No,No,"Heaters (H-101/102)",,c,,,,No,Yes,0,0,0,1,0,0,1630000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,Yes,No,No,No,No,No,No,No,,"Notified Only",Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No
100000099788,1000047823,1000036804,2012-06-07,2330,"Epichlorohydrin  [Oxirane, (chloromethyl)-] {5}",00030,49313,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,1.0,a,SE,95.0,C,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,Yes,No,No,No,No,No,No,,"No, not notified",Yes,No,Yes,No,No,No,No,No,No,No,,No
100000092142,1000047822,1000036832,2014-07-07,2008,"Ethane {8542} • Propane {2501}",00730,32511,No,No,Yes,No,No,No,No,No,No,No,No,Yes,,5.0,a,SSW,85.0,F,No,No,0,0,0,2,0,0,58000000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,d,No,No,No,No,No,No,No,Yes,No,No,No,,"Notified and Responded",Yes,No,Yes,Yes,Yes,No,No,No,No,No,,No
100000076339,1000047817,1000036800,2011-02-10,1300,"Titanium tetrachloride  [Titanium chloride (TiCl4) (T-4)-] {114} • Chlorine {21}",00018,32518,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,,5.0,a,E,17.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,Yes,Yes,No,No,No,No,No,No,,"Notified Only",Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,,No
100000199206,1000047760,1000036809,2014-08-09,2110,"Hydrogen {1060}",00025,32512,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,,5.0,a,,65.0,F,No,No,0,0,0,0,0,0,150000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,"Notified and Responded",Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No
100000109811,1000047696,1000040597,2015-06-06,2330,"1,3-Pentadiene {150}",00030,325211,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,,3.5,a,SW,64.0,F,No,No,0,0,0,0,0,0,500000.0,0,0.0,0.0,0.0,2000.0,0.0,No,No,No,No,,a,No,Yes,No,No,Yes,No,No,No,No,No,Yes,,"Notified and Responded",Yes,No,No,Yes,Yes,Yes,No,No,No,No,,No
100000080761,1000047683,1000036739,2010-07-06,1000,"Chlorine {247}",00015,22132,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,,,,,,,No,Yes,0,0,0,1,0,0,7018.0,0,0.0,0.0,0.0,0.0,0.0,No,No,Yes,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000188977,1000047682,1000036736,2010-04-04,1545,"Ammonia (anhydrous) {1}",00010,49312,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,None,c,No,No,No,No,No,No,No,No,No,Yes,No,,"Notified Only",Yes,No,No,No,No,No,No,No,No,No,,No
100000128211,1000047663,1000036721,2014-02-15,0115,"Chlorine {34}",01300,22131,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,,,,,,No,Yes,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,Yes,No,No,No,No,Yes,No,No,No,No,,"No, not notified",No,No,Yes,No,No,Yes,No,No,No,No,,No
100000164653,1000047636,1000036696,2010-04-24,1345,"Chlorine {6500}",00230,331314,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,,,,,,,No,Yes,0,0,0,0,0,0,3000000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"Notified and Responded",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No
100000210443,1000047614,1000036682,2014-08-15,1500,"Ammonia (anhydrous) {200}",00015,31193,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,7.0,a,NW,97.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,Yes,Yes,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,No,No,Yes,No,Yes,No,No,No,,No
100000210443,1000047614,1000036681,2013-11-21,1545,"Ammonia (anhydrous) {550}",00020,31193,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,9.0,a,NW,54.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,Yes,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,No,No,Yes,No,Yes,No,No,No,,No
100000210443,1000047614,1000036680,2012-11-14,1634,"Ammonia (anhydrous) {160}",00020,31193,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,4.6,a,WSW,90.0,,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,No,No,No,No,No,No,No,No,No,No,"SRV discharge colse to cooler intake","Notified and Responded",No,No,Yes,No,No,No,No,No,No,No,"relocated SRV discharge",No
100000085374,1000047585,1000036657,2009-11-20,0923,"Ammonia (anhydrous) {1288}",00041,42491,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,3.0,a,WSW,37.0,F,No,No,0,0,0,0,0,0,0.0,0,0.0,1.0,4.0,0.0,0.0,No,No,No,Yes,,a,No,Yes,No,No,No,No,No,No,Yes,No,No,,"Notified and Responded",Yes,No,Yes,No,No,No,No,No,No,No,,No
100000084516,1000047577,1000057817,2018-11-10,1030,"Ammonia (anhydrous) {155}",00400,33631,No,Yes,No,No,No,No,No,No,No,No,No,No,"In Line Vaporizing Heater",3.0,a,WSW,32.0,E,No,No,0,0,0,0,0,0,5000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,No,No,No,No,No,No,No,,"Notified Only",No,Yes,No,No,No,No,No,No,No,No,,No
100000150926,1000047556,1000036638,2013-01-11,2330,"Chlorine {1}",00015,22131,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,Yes,No,No,No,No,No,No,No,,"Notified and Responded",Yes,Yes,No,No,No,No,No,No,No,No,,No
100000139735,1000047545,1000036621,2010-07-12,2000,"Ammonia (anhydrous) {6200}",00230,31212,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,,5.0,a,E,40.0,,No,No,0,0,0,2,0,0,1000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"No, not notified",No,Yes,Yes,No,No,No,No,No,No,No,,No
100000100393,1000047540,1000050080,2017-02-15,1900,"Chlorine {738}",01241,32518,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,1.9,a,NW,47.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,134.0,0.0,No,Yes,No,No,,b,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,"Notified and Responded",No,No,No,Yes,Yes,Yes,No,No,No,No,,No
100000100393,1000047540,1000038838,2015-01-28,1245,"Chlorine {1}",00107,32518,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,3.0,a,SSW,66.0,B,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,"No, not notified",Yes,No,No,Yes,No,No,No,No,No,No,,No
100000100393,1000047540,1000036637,2008-03-02,1230,"Chlorine {1}",00002,32518,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,,12.0,a,SE,75.0,A,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,"No, not notified",No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No
100000227293,1000047533,1000051881,2017-05-19,2113,"Ammonia (anhydrous) {181}",00035,49312,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,,3.0,a,W,72.0,,No,No,0,0,0,0,0,0,5700.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000217883,1000047476,1000037080,2014-12-15,1108,"Ammonia (anhydrous) {28189}",00150,42491,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,,10.4,a,,46.0,D,Yes,No,0,0,0,0,1,0,0.0,0,0.0,0.0,10.0,5.0,0.0,No,No,No,Yes,"ON-SITE soil excavation of approx 14 yards is being overseen by MN Dept. of Ag",b,No,Yes,Yes,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,"Additional pull away devices and check valves installed",No
100000061381,1000047459,1000036561,2012-09-22,0900,"Ethylene oxide  [Oxirane] {2}",00001,325199,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,"Drain plug",12.0,a,WSW,70.0,,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,None,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"Internal only, not needed",No,No,Yes,No,No,No,No,No,No,No,"EO Personal Protective Equipment Review",No
100000052319,1000047405,1000036477,2014-08-23,1508,"Ammonia (anhydrous) {817}",00009,31212,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,a,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,None,a,No,No,Yes,No,Yes,No,No,No,No,No,No,"Facility-wide power failure from local utility  (Ameren)","Notified Only",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000116117,1000047350,1000036445,2011-04-09,1551,"Ammonia (anhydrous) {200}",00015,11511,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,0.1,a,S,78.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,d,No,No,No,No,No,No,No,No,No,No,No,Theft,"Notified and Responded",No,No,No,No,No,No,No,No,No,Yes,,No
100000011783,1000047349,1000036444,2003-05-28,0630,"Ammonia (anhydrous) {1400}",00105,11115,Yes,No,No,No,No,No,No,No,No,No,No,No,"nurse tank",1.0,a,N,70.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,Yes,No,No,,b,No,No,No,No,No,No,No,No,No,No,No,vandalism,"Notified and Responded",No,No,No,No,No,No,No,No,No,No,"more lighting was added",No
100000011792,1000047347,1000036443,2003-08-07,0126,"Ammonia (anhydrous) {3955}",00150,11115,Yes,No,No,No,No,No,No,No,No,No,No,No,"nurse tank",3.0,a,NE,60.0,F,No,No,0,0,0,0,0,0,550.0,0,0.0,0.0,0.0,50.0,550.0,No,Yes,No,No,,d,No,No,No,No,No,No,No,No,No,No,No,vandalsim,"Notified and Responded",No,No,No,No,No,No,No,No,No,Yes,,No
100000011809,1000047345,1000036442,2001-10-16,0100,"Ammonia (anhydrous) {330}",00500,11115,Yes,No,No,No,No,No,No,No,No,No,No,No,"auto crash tank rupture",8.0,a,E,50.0,F,No,No,0,0,0,0,0,2,300000.0,1,0.0,1.0,0.0,0.0,300000.0,Yes,No,Yes,Yes,,b,No,Yes,No,No,No,No,No,No,No,No,No,"automotive crash ran into our facility damaging 9 tanks","Notified and Responded",No,No,No,Yes,No,No,No,Yes,No,No,,No
100000006101,1000047340,1000036440,2011-04-19,0700,"Ammonia (anhydrous) {543}",00015,11511,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,0.1,a,S,65.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,d,No,No,No,No,No,No,No,No,No,No,No,theft,"Notified and Responded",No,No,No,No,No,No,No,No,No,Yes,,No
100000092044,1000047323,1000039040,2015-04-06,1210,"Ammonia (anhydrous) {500}",00800,42491,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,15.0,a,ESE,55.0,D,Yes,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000117456,1000047268,1000036380,2013-08-23,2150,"Toluene diisocyanate (unspecified isomer)  [Benzene, 1,3-diisocyanatomethyl-] {45800}",00005,49311,No,Yes,No,No,No,No,No,No,No,No,No,No,"Rail Car",,,,86.0,,No,No,0,0,0,0,0,0,280000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,"No off-site impacts from release",b,No,No,Yes,No,No,No,No,No,No,No,No,,"3rd Party Spill Response",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000187059,1000047266,1000036378,2008-03-06,1833,"Ammonia (anhydrous) {61}",00005,311812,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,4.0,3.0,25.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,Yes,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,Yes,No,No,No,,No
100000011612,1000047216,1000036370,2009-11-02,0430,"Ammonia (anhydrous) {1500}",00015,11115,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,4.0,a,WSW,36.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,No,No,No,No,No,No,No,No,No,No,"Theft left valve open","Notified and Responded",No,No,No,No,No,No,No,No,No,Yes,,No
100000036999,1000047202,1000036362,2013-10-07,0925,"Ammonia (anhydrous) {3923}",00004,325311,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,,5.0,a,SE,60.0,B,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,5.0,0.0,0.0,No,No,No,No,,b,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,,"Notified Only",No,Yes,Yes,Yes,No,No,No,No,No,No,"Added acoustic sensor",No
100000036999,1000047202,1000036361,2010-08-22,0922,"Hydrogen {1}",00001,325311,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,3.0,a,SSE,78.0,B,No,No,0,0,0,2,0,0,2400000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,"Notified and Responded",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000227097,1000047201,1000042061,2015-06-30,2000,"Hydrogen {1}",00001,32512,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,,,SE,93.0,,Yes,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"Notified and Responded",No,No,No,No,No,No,No,No,No,Yes,,No
100000227471,1000047186,1000036931,2014-11-29,0830,"Ethylenediamine  [1,2-Ethanediamine] {100}",00005,48422,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,No,No,No,No,,d,No,No,No,Yes,No,No,No,No,No,No,No,,"Notified and Responded",No,No,No,Yes,No,No,No,No,No,No,,No
100000227471,1000047186,1000036933,2014-08-19,1300,"Ethylenediamine  [1,2-Ethanediamine] {50}",00002,48422,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,,No,Yes,0,2,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,Yes,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000227453,1000047177,1000042583,2016-01-15,1330,"Ammonia (anhydrous) {233}",00400,11511,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,,45.0,E,No,No,0,0,0,0,0,0,5000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,Yes,,a,Yes,No,No,No,No,No,No,No,No,No,No,"deterioration of underground piping.  Piping was tested in 2015","NRC, IDEM, and LEPC",Yes,No,No,No,No,No,No,No,No,No,,No
100000160899,1000047140,1000036298,2009-04-24,2200,"Ammonia (anhydrous) {1000}",00015,11115,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,4.0,a,SSW,65.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,Yes,No,No,,b,No,No,No,No,No,No,No,No,No,No,No,"Thrft - left valve open","Notified and Responded",No,No,No,No,No,No,No,No,No,Yes,,No
100000005013,1000047099,1000036266,2012-04-03,0300,"Ammonia (anhydrous) {250}",00100,49312,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,9.0,a,E,57.0,C,No,No,0,0,0,0,0,0,50000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,Yes,Yes,Yes,No,No,No,,No
100000147913,1000047095,1000036265,2012-08-16,1120,"Propane {7000}",00001,32411,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,10.0,a,NE,68.0,D,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,,"No, not notified",Yes,No,No,Yes,Yes,No,No,No,No,No,,No
100000106468,1000047094,1000036263,2014-06-07,1423,"Ammonia (anhydrous) {17243}",00430,311612,Yes,No,No,No,No,No,No,No,No,No,No,No,Strainer,11.5,a,N,78.0,C,No,No,0,0,0,1,0,0,1629274.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,corrossion,"Notified and Responded",Yes,Yes,No,No,No,No,No,No,No,No,,No
100000042651,1000047092,1000036262,2012-04-20,0800,"Phosphorus trichloride  [Phosphorous trichloride] {2}",00130,32519,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,1.0,c,,55.0,B,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,Yes,No,No,No,No,No,No,No,No,No,,"No, not notified",Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No
100000176294,1000047026,1000036199,2013-06-19,1000,"Ammonia (anhydrous) {50}",00001,311513,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,,2.0,a,W,65.0,F,No,No,0,0,0,1,0,0,150000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,d,No,No,No,No,No,No,Yes,No,No,No,No,"Pressure-relief discharge to atmosphere location and egress","No, not notified",Yes,Yes,Yes,No,No,No,No,No,No,No,"Directed pressure-relief discharge upward and removed lock on internal door",No
